40:04.2,4306.030053,4533.765795,4724.735422,15
40:04.7,4309.521664,4536.5527,4723.95186,15
40:05.2,4312.88873,4537.574085,4722.737087,15
40:05.7,4317.990024,4539.188149,4721.615566,15
40:06.2,4322.274585,4540.964308,4720.547868,15
40:06.7,4326.753785,4541.995707,4720.000876,15
40:07.3,4334.029903,4542.36308,4718.90877,15
40:07.8,4339.670053,4541.988196,4718.259139,15
40:08.3,4346.720239,4541.535708,4717.588229,15
40:08.8,4353.11704,4541.597667,4716.865374,15
40:09.3,4357.358417,4540.859165,4716.725184,15
40:09.8,4364.568196,4539.852175,4716.932965,15
40:10.3,4371.854953,4538.737538,4717.18706,15
40:10.8,4378.714256,4537.574085,4717.780365,15
40:11.3,4382.013105,4535.459968,4718.195302,15
40:11.8,4386.732005,4533.108028,4718.455655,15
40:12.3,4388.157689,4530.413749,4718.525751,15
40:12.8,4389.110231,4528.161319,4718.237234,15
40:13.3,4389.332407,4526.589812,4718.501342,15
40:13.8,4387.208276,4524.25039,4719.433857,15
40:14.3,4384.718024,4522.46985,4720.236821,15
40:14.8,4383.333646,4521.46724,4720.254971,15
40:15.3,4380.734496,4519.409449,4720.992221,15
40:15.8,4377.80615,4517.175795,4721.487267,15
40:16.3,4374.538593,4515.228153,4721.844627,15
40:16.8,4368.97292,4512.846798,4722.951753,15
40:17.4,4363.541178,4511.003674,4723.975642,15
40:17.9,4353.225312,4507.93764,4725.757434,15
40:18.4,4343.995294,4506.026924,4726.163609,15
40:18.9,4336.473217,4504.877866,4726.547881,15
40:19.4,4328.253319,4505.679578,4726.913376,15
40:19.9,4321.310152,4507.153452,4727.094247,15
40:20.4,4312.347997,4512.988866,4727.400912,15
40:20.9,4306.045699,4519.090892,4726.627989,15
40:21.4,4303.015965,4525.710495,4725.734277,15
40:21.9,4302.902061,4529.409261,4725.249244,15
40:22.4,4303.511012,4533.492925,4725.210442,15
