45:30.3,4320.17361,4550.468448,4724.388076,45
45:30.8,4319.875081,4550.448421,4724.441899,45
45:31.3,4322.867264,4549.662355,4724.412484,45
45:31.8,4328.19887,4548.592779,4724.316104,45
45:32.3,4327.028532,4548.134658,4724.126472,45
45:32.8,4325.230469,4548.212263,4724.108322,45
45:33.3,4324.222852,4548.212889,4724.070145,45
45:33.8,4323.630799,4548.169079,4724.053247,45
45:34.3,4322.829087,4548.056427,4724.050118,45
45:34.8,4321.958531,4547.696563,4723.976894,45
45:35.3,4322.517414,4547.375503,4723.723425,45
45:35.8,4322.549333,4547.421816,4723.655833,45
45:36.3,4325.803746,4546.973708,4723.841084,45
45:36.8,4327.278872,4546.764049,4723.795398,45
45:37.3,4326.669921,4546.522471,4723.829193,45
45:37.9,4327.559252,4546.330961,4723.898663,45
45:38.4,4328.263332,4546.162608,4723.853601,45
45:38.9,4328.400393,4546.010527,4723.687126,45
45:39.4,4328.398515,4545.884105,4723.744078,45
45:39.9,4328.519304,4545.757684,4723.737819,45
45:40.4,4328.664501,4545.68884,4723.612024,45
45:40.9,4328.735222,4545.540514,4723.673357,45
45:41.4,,,,45
45:41.9,4332.050343,4542.744848,4724.204703,45
45:42.4,4335.118254,4543.252411,4722.861631,45
45:42.9,4339.735767,4543.695512,4721.882804,45
45:43.4,4345.520487,4544.537905,4721.053554,45
45:43.9,4347.522577,4547.324183,4720.057828,45
45:44.4,4361.439577,4552.740905,4718.69473,45
45:44.9,4388.878667,4554.497037,4716.150654,45
45:45.4,4412.241603,4553.505066,4713.262988,45
45:45.9,4419.778074,4550.511006,4712.016923,45
45:46.4,4422.538693,4547.692808,4711.173905,45
45:46.9,4423.002447,4547.126415,4712.721629,45
45:47.4,4426.574792,4543.632301,4715.625567,45
45:48.0,4452.180144,4533.682557,4712.359888,45
45:48.5,4464.819161,4525.606604,4710.662586,45
45:49.0,4468.328295,4520.028414,4711.640788,45
45:49.5,4467.323182,4513.821871,4713.580293,45
45:50.0,4468.613056,4509.847105,4714.211149,45
45:50.5,4464.550046,4508.365095,4716.21011,45
45:51.0,4455.658612,4504.540533,4716.926707,45
45:51.5,4447.803584,4500.141442,4717.609508,45
45:52.0,4439.413454,4497.032225,4718.781097,45
45:52.5,4426.405187,4494.051933,4720.008386,45
45:53.0,4417.380447,4490.581601,4721.157445,45
45:53.5,4411.731536,4485.790729,4721.282615,45
45:54.0,4408.95089,4487.83037,4720.1104,45
45:54.5,4407.888198,4502.445817,4717.237128,45
45:55.0,4386.92727,4501.764894,4721.081717,45
45:55.5,4381.849133,4502.504647,4721.877797,45
45:56.0,4392.594331,4499.198288,4723.38046,45
45:56.5,4378.578447,4531.33625,4727.103634,45
45:57.0,4371.799253,4544.00343,4725.381924,45
45:57.5,4382.87177,4551.288936,4724.623395,45
45:58.1,4375.457965,4556.313876,4724.210335,45
45:58.6,4372.006409,4560.349975,4723.70152,45
45:59.1,4373.723738,4561.03966,4722.756488,45
45:59.6,4372.9771,4560.675416,4721.663756,45
46:00.1,4370.521269,4554.701063,4721.363349,45
46:00.6,4369.841598,4521.325172,4721.156819,45
46:01.1,4369.574986,4527.415933,4721.23505,45
46:01.6,4361.724339,4482.699661,4721.581144,45
46:02.1,4359.587691,4504.705757,4721.360846,45
46:02.6,4356.323263,4511.178286,4720.944656,45
46:03.1,,,,45
46:03.6,4356.119237,4559.720371,4720.628603,45
46:04.1,4356.902174,4559.289161,4720.489038,45
46:04.6,4360.418818,4558.682088,4720.2581,45
46:05.1,4371.995143,4559.587691,4719.589694,45
46:05.6,4385.291927,4560.479525,4718.62088,45
46:06.1,4399.944299,4567.900215,4717.096312,45
46:06.6,4422.119374,4572.340612,4714.121027,45
46:07.1,4438.365784,4571.976368,4711.19268,45
46:07.6,4448.774275,4569.108103,4708.890808,45
46:08.2,4463.273314,4566.677932,4706.68782,45
46:08.7,4472.314952,4563.203845,4705.187035,45
46:09.2,4479.256867,4560.79245,4703.31825,45
46:09.7,4481.630712,4556.601766,4702.593517,45
46:10.2,4482.257186,4555.551592,4703.057271,45
46:10.7,4474.325179,4534.590664,4705.058736,45
46:11.2,4471.481322,4525.579067,4706.2491,45
46:11.7,4472.219197,4523.463072,4706.028176,45
46:12.2,4471.244751,4518.35239,4706.796718,45
46:12.7,4469.894795,4515.172453,4708.841992,45
46:13.2,4467.857657,4512.548894,4710.302097,45
46:13.7,4464.1107,4506.809861,4711.473686,45
46:14.2,4455.265579,4500.203401,4713.943286,45
46:14.7,4443.443295,4491.876482,4717.988772,45
