42:47.9,4279.905246,4547.532591,4723.346038,0
42:48.4,4279.719995,4547.291639,4723.260923,0
42:48.9,4279.592322,4547.118905,4723.260297,0
42:49.4,4279.8339,4547.170225,4723.425521,0
42:49.9,4279.52786,4547.058198,4723.396106,0
42:50.4,4279.794471,4547.095749,4723.389847,0
42:50.9,4277.955727,4546.67643,4723.721547,0
42:51.4,4276.939975,4546.014282,4723.549439,0
42:51.9,4276.402997,4545.679453,4723.509385,0
42:52.4,4276.160793,4545.41597,4723.387344,0
42:52.9,4275.850998,4545.281413,4723.381086,0
42:53.4,4275.61693,4545.074883,4723.225249,0
42:53.9,4275.815325,4544.976625,4723.279698,0
42:54.4,4276.461201,4545.084896,4723.192079,0
42:54.9,4280.097382,4546.008023,4723.155154,0
42:55.4,4283.164041,4545.937302,4723.113222,0
42:55.9,4280.86968,4544.87023,4723.050637,0
42:56.4,,,,0
42:56.9,4281.362848,4544.288817,4724.181546,0
42:57.4,4290.17167,4544.636163,4723.424895,0
42:58.0,4301.774281,4547.922495,4722.503646,0
42:58.5,4312.794227,4549.261185,4721.643729,0
42:59.0,4319.832523,4548.761758,4721.096737,0
42:59.5,4332.920273,4548.429432,4720.443977,0
43:00.0,4346.715858,4548.617187,4719.532115,0
43:00.5,4367.00087,4545.36027,4718.646539,0
43:01.0,4380.503558,4542.651596,4718.3962,0
43:01.5,4392.588073,4538.153621,4719.57968,0
43:02.0,4398.394072,4533.984842,4720.383896,0
43:02.5,4408.121014,4528.880419,4719.599707,0
43:03.0,4419.21481,4525.020184,4719.875081,0
43:03.5,4424.825545,4522.419782,4716.002954,0
43:04.0,4437.043365,4520.872684,4718.195302,0
43:04.5,4440.222051,4516.965509,4718.851192,0
43:05.0,4434.608813,4512.054474,4720.057828,0
43:05.5,4426.363255,4507.964552,4721.43407,0
43:06.0,4417.147631,4503.59425,4722.047402,0
43:06.5,4407.741124,4500.236571,4723.093821,0
43:07.0,4400.485033,4497.659325,4723.946227,0
43:07.6,4393.310302,4495.08208,4724.602117,0
43:08.1,4383.593999,4493.141323,4725.426985,0
43:08.6,4374.817722,4493.432343,4725.911392,0
43:09.1,4361.503414,4497.697502,4727.410926,0
43:09.6,4351.558676,4499.817252,4727.731987,0
43:10.1,4334.892323,4506.75729,4728.855385,0
43:10.6,4324.824919,4519.696088,4728.700175,0
43:11.1,4324.898143,4522.508652,4728.202625,0
43:11.6,4325.786848,4528.353454,4727.833374,0
43:12.1,4324.695994,4532.506587,4727.499171,0
43:12.6,4322.685768,4538.094165,4727.047934,0
43:13.1,4325.966467,4542.341175,4726.411446,0
43:13.6,4328.586896,4542.605909,4725.696726,0
43:14.1,,,,0
43:14.6,4326.40018,4541.894945,4725.250496,0
43:15.1,4325.866331,4541.129532,4725.346877,0
43:15.6,4323.796649,4540.497425,4725.369407,0
43:16.1,4323.093821,4540.232065,4725.321843,0
43:16.6,4322.198857,4540.048691,4725.291802,0
43:17.2,4322.387238,4539.865317,4725.291176,0
43:17.7,4322.421034,4539.640638,4725.253625,0
43:18.2,4322.489877,4539.198788,4725.237979,0
43:18.7,4322.932352,4538.88649,4725.211693,0
43:19.2,4324.460675,4538.364532,4725.202931,0
43:19.7,,,,0
43:20.2,4321.952273,4537.76622,4725.116564,0
43:20.7,4326.330085,4540.483656,4725.097789,0
43:21.2,4336.87376,4544.258776,4724.743558,0
