2024-11-12 14:39:41.996532,4300.330448170332,4536.17343522152,4722.82783525156,0.0
2024-11-12 14:39:42.500233,4300.192761432693,4536.128374107384,4722.65885607355,0.0
2024-11-12 14:39:43.004079,4300.128924854334,4536.042006971956,4722.758366033934,0.0
2024-11-12 14:39:43.507943,4299.918013806225,4535.975666998367,4722.779019044579,0.0
2024-11-12 14:39:44.013654,4299.972462652473,4535.943748709187,4722.834093739635,0.0
2024-11-12 14:39:44.518453,4299.944299456138,4535.831721772654,4722.795916962381,0.0
2024-11-12 14:39:45.024082,4299.967455862014,4535.7559940669535,4722.810311484952,0.0
2024-11-12 14:39:45.529574,4299.454259839908,4535.489382474982,4722.664488712817,0.0
2024-11-12 14:39:46.034843,4298.494833618095,4535.366716108723,4721.971048234168,0.0
2024-11-12 14:39:46.542812,4300.724732919021,4538.827660013894,4721.539212557031,0.0
2024-11-12 14:39:47.047741,4304.2545201930125,4542.552086267,4720.851404717649,0.0
2024-11-12 14:39:47.553606,4310.126233704462,4546.1331931432005,4719.848169079314,0.0
2024-11-12 14:39:48.058195,4320.257474199383,4549.608531570943,4718.679083507007,0.0
2024-11-12 14:39:48.562610,4327.279497818918,4550.556692514223,4717.872990243018,0.0
2024-11-12 14:39:49.066291,4334.098120576032,4550.526025922658,4717.465562669371,0.0
2024-11-12 14:39:49.572725,4339.563658211449,4549.767497168034,4717.051250758842,0.0
2024-11-12 14:39:50.078037,4345.323970635174,4548.239174380254,4716.905427986708,0.0
2024-11-12 14:39:50.583677,4352.143845089903,4546.76780383395,4716.963006076992,0.0
2024-11-12 14:39:51.089004,4356.859615854002,4545.146855422668,4716.846598198807,0.0
2024-11-12 14:39:51.594150,4362.176827322056,4544.892760806844,4716.834707071466,0.0
2024-11-12 14:39:52.099070,4371.903769487368,4543.91894006246,4717.419875706427,0.0
2024-11-12 14:39:52.605328,4382.372968338309,4541.07007629097,4715.813947666523,0.0
2024-11-12 14:39:53.112816,4386.595570242142,4537.642302372593,4715.357078037088,0.0
2024-11-12 14:39:53.615323,4385.403954112766,4534.760894463116,4715.780151830921,0.0
2024-11-12 14:39:54.119530,4387.702696782511,4531.814398277665,4716.432286288279,0.0
2024-11-12 14:39:54.624026,4388.14141679653,4528.588147675285,4716.976148901948,0.0
2024-11-12 14:39:55.129984,4389.4181483637185,4525.804372179769,4717.7997659325465,0.0
2024-11-12 14:39:55.635030,4388.113879449003,4522.789658474306,4718.690974634348,0.0
2024-11-12 14:39:56.140285,4385.711871726029,4520.990343152902,4719.604088044411,0.0
2024-11-12 14:39:56.646283,4381.791554796193,4518.611491835803,4721.102370089434,0.0
2024-11-12 14:39:57.151746,4377.995155930231,4517.036230387464,4722.0010889769255,0.0
2024-11-12 14:39:57.656534,4373.273126678057,4514.751256391482,4723.03874629967,0.0
2024-11-12 14:39:58.162056,4365.741662129263,4511.586964821039,4724.210961116014,0.0
2024-11-12 14:39:58.667277,4359.361133537361,4509.8402207994595,4724.327994843006,0.0
2024-11-12 14:39:59.173039,4353.206536364945,4508.5578565930045,4725.2404824042615,0.0
2024-11-12 14:39:59.677291,4346.541872414463,4507.418811763455,4725.664807895709,0.0
2024-11-12 14:40:00.183950,4336.003204345894,4506.612092650658,4726.372017048122,0.0
2024-11-12 14:40:00.689431,4326.900233441605,4507.651001671016,4726.551009807051,0.0
2024-11-12 14:40:01.195335,4320.313174743246,4511.254013255478,4726.900859290413,0.0
2024-11-12 14:40:01.700166,4311.493087499922,4520.418317342896,4727.125539012286,0.0
2024-11-12 14:40:02.205419,4306.906867438965,4527.350218734158,4725.836290468949,0.0
2024-11-12 14:40:02.711350,4304.693866055839,4531.342508276851,4725.273652391056,0.0
