0.0,0,4401.587152575681,4527.062328282734,4734.476759104536
0.0,0,4399.44424625899,4528.687657635669,4734.437956478474
0.0,0,4403.606766677306,4526.817621399023,4734.360351226351
0.0,0,4403.759473786323,4531.254263595001,4734.164460549621
0.0,0,4400.22780896591,4529.563220117285,4734.242065801744
0.0,0,4402.231150998542,4527.195008229912,4734.341575762128
0.0,0,4404.681349079689,4526.005895495767,4734.22829712798
0.0,0,4399.615728832229,4531.739296420771,4734.321548600289
0.0,0,4401.57275805311,4530.190946471152,4734.467371372424
0.0,0,4398.241364851079,4533.937903281326,4734.310283321755
0.0,0,4396.096580987965,4535.920592303311,4734.502418905641
0.0,0,4404.569947991965,4526.558519992741,4734.869166306804
0.0,0,4402.938360150955,4526.895852499953,4734.615697539789
0.0,0,4401.878172271143,4526.392670058767,4734.68641845503
0.0,0,4397.705012423099,4531.771214709951,4734.2827459742275
0.0,0,4401.88630830564,4528.006108284361,4734.210773361372
0.0,0,4401.51142486998,4527.305157620022,4734.299643892029
0.0,0,4398.6775814698685,4528.009237528398,4734.291507857532
0.0,0,4397.644305088777,4528.07745504841,4734.20889581495
0.0,0,4399.034315290112,4527.76390479588,4734.114392645025
0.0,0,4400.130176551949,4527.034165086398,4734.218909395869
0.0,0,4399.437987770914,4526.028426052834,4734.099372273647
0.0,0,4401.966416952993,4525.367529712173,4734.073712472541
0.0,0,4402.30750455305,4525.756807670404,4734.044923427399
0.0,0,4400.371754191623,4524.989517032475,4733.981712697847
0.0,0,4400.108271843688,4526.204289567727,4734.028025509598
0.0,0,4404.859090141004,4523.978145359644,4733.9441617694
0.0,0,4405.556285712498,4523.456187454235,4733.757032975974
0.0,0,4402.029627682545,4525.078387563133,4733.808978426992
0.0,0,4399.379157983015,4526.415826464643,4734.158202061546
0.0,0,4396.846347859285,4529.648335555097,4734.186365257881
0.0,0,4398.972982106983,4525.010795891929,4734.120025284292
0.0,0,4399.560028288366,4525.543393227064,4734.146936783012
0.0,0,4399.406069481735,4524.282307880063,4734.168841491273
0.0,0,4395.9044454040795,4528.2220261229295,4734.0787192630005
0.0,0,4399.3478655426425,4525.435747232184,4734.323426146711
0.0,0,4398.730778618502,4525.244237497106,4734.238936557706
0.0,0,4399.769687638861,4524.50823929955,4734.097494727224
0.0,0,4401.192241978183,4523.807288635212,4733.919127817102
0.0,0,4397.856467834501,4523.678989629686,4734.034909846479
0.0,0,4397.702509027869,4523.699642640331,4734.195127141185
0.0,0,4400.560134682663,4526.103527909728,4734.356596133506
0.0,0,4400.362992308318,4525.396944606123,4734.210147512565
0.0,0,4397.529148908207,4525.714249951498,4734.047426822629
0.0,0,4398.074889068299,4526.109160548995,4734.14505923659
0.0,0,4399.290913301165,4524.931313093383,4733.793332206806
0.0,0,4400.17398596847,4522.934855397633,4733.825876344793
0.0,0,4402.447068837111,4523.25654168466,4733.946039315822
0.0,0,4394.994461238054,4530.721666259866,4734.240814104129
0.0,0,4401.063942972657,4526.79634253957,4734.0831002046525
0.0,0,4401.4144183048265,4523.985655545333,4734.068079833274
0.0,0,4400.309169310878,4523.012460649757,4733.818366159104
0.0,0,4400.264108196742,4525.609107351846,4733.951046106282
0.0,0,4403.848344316981,4524.060757402227,4733.959807989586
0.0,0,4400.391781353461,4525.417597616768,4733.92476045637
0.0,0,4402.059668425302,4524.257273927765,4733.919127817102
0.0,0,4402.305001157821,4523.7935199614485,4733.764543161664
0.0,0,4402.002716183824,4523.755343184194,4733.681305270273
0.0,0,4399.215811444272,4526.929022486748,4733.891590469575
0.0,0,4398.596846973708,4524.809272575932,4733.960433838393
0.0,0,4399.4936883147775,4523.467452732769,4734.070583228504
0.0,0,4397.175544332001,4524.4030966999,4734.127535469982
0.0,0,4395.945125576563,4523.806662786405,4734.089984541535
0.0,0,4395.652228334679,4523.309112984485,4734.0161343822565
0.0,0,4396.58286551135,4523.030610265172,4734.061195496392
0.0,0,4397.454047051314,4525.155366966449,4734.212650907794
0.0,0,4397.8164135108245,4523.986907242948,4734.0831002046525
0.0,0,4397.800767290638,4523.326010902287,4733.855917087551
0.0,0,4396.669232646777,4526.165486941665,4733.900352352879
0.0,0,4395.75987432956,4523.870499364763,4733.632489063292
0.0,0,4396.214240563765,4523.60201022637,4733.72386298918
0.0,0,4395.541453095761,4523.671479443997,4733.790828811576
0.0,0,4395.502024620892,4523.100705331606,4733.698829036882
0.0,0,4395.667874554865,4524.0250840202025,4733.871563307736
0.0,0,4394.916855985931,4524.311722774012,4734.041794183361
0.0,0,4395.170950601754,4523.416133130559,4733.8265021936
0.0,0,4397.0716534299645,4522.540570648943,4733.929141398022
0.0,0,4395.03701895696,4524.642170944344,4734.035535695287
0.0,0,4393.473022787155,4526.224942578372,4733.930393095637
0.0,0,4394.291007178486,4523.926825757434,4733.905984992146
0.0,0,4395.078324978253,4523.054392519855,4733.949794408667
0.0,0,4394.386136197218,4523.045630636551,4733.878447644618
0.0,0,4394.341700931889,4522.738964720903,4733.929141398022
15.0,0,4385.38830789258,4552.019927026029,4737.401976430534
15.0,10.588235294117647,4382.600777304219,4555.2643272438245,4737.071528260203
15.0,21.176470588235293,4378.8807319927655,4559.769186959815,4737.038358273408
15.0,31.764705882352942,4375.492386549257,4562.315139908501,4736.8155560979585
15.0,42.35294117647059,4373.599193906736,4563.216362191222,4736.34491779476
15.0,52.94117647058823,4374.72509591133,4562.316391606116,4736.02385735654
15.0,63.52941176470588,4378.85507219166,4561.920855159811,4735.692157488595
15.0,74.11764705882352,4386.7645494201515,4560.571525130959,4735.501273602324
15.0,84.70588235294117,4395.694160204778,4558.652046838525,4735.222145034203
15.0,95.29411764705883,4406.178379427099,4558.453026917758,4734.715207500172
15.0,105.88235294117648,4418.749178573441,4556.713793081868,4734.286501067073
15.0,116.47058823529413,4422.509904057378,4553.538862081698,4734.00048816207
15.0,127.05882352941178,4436.887528710814,4554.173472772448,4733.002885163003
15.0,137.64705882352942,4449.044015946628,4548.736098333365,4732.052846673301
15.0,148.23529411764707,4456.108597285068,4544.093551879737,4731.756194338572
15.0,158.82352941176472,4458.33724488838,4540.433588053798,4731.985880850904
15.0,169.41176470588238,4460.207281125026,4535.828592528617,4733.012898743922
15.0,180.00000000000003,4461.253074482267,4530.35554470751,4733.992977976381
15.0,190.58823529411768,4460.724232239976,4522.871644668082,4735.464974371492
15.0,201.17647058823533,4459.801731097802,4515.171826790084,4736.6434476759105
15.0,211.76470588235298,4455.626067854528,4510.680735747858,4737.199827265729
15.0,222.35294117647064,4452.2070558194555,4506.9256429031875,4738.029076935594
