2024-11-25 11:42:50.848487,4406.6064600113905,4565.731022699537,4744.000300407428,45.0,True
2024-11-25 11:42:51.354178,4401.650989154041,4577.03760725484,4743.885770075665,45.0,True
2024-11-25 11:42:51.860606,4397.087925498959,4584.137236126497,4743.415757621275,45.0,True
2024-11-25 11:42:52.365902,4390.749328777154,4590.224241627708,4742.684140365371,45.0,True
2024-11-25 11:42:52.871007,4390.015208126021,4590.878879480296,4741.715952260253,45.0,True
2024-11-25 11:42:53.376172,4403.11109442181,4591.275667624216,4740.546866687946,45.0,True
2024-11-25 11:42:53.882205,4416.293347853026,4593.222683264177,4739.0830063273315,45.0,True
2024-11-25 11:42:54.388652,4420.52033069851,4595.147168347071,4738.487198262644,45.0,True
2024-11-25 11:42:54.894209,4433.753903731937,4598.9035128893565,4739.668174962293,45.0,True
2024-11-25 11:42:55.400323,4455.786910998041,4601.971423743453,4738.686844032219,45.0,True
2024-11-25 11:42:55.906214,4480.546115669377,4601.02639204421,4736.10959864316,45.0,True
2024-11-25 11:42:56.411682,4484.642921962913,4595.0883385591715,4735.530062647466,45.0,True
2024-11-25 11:42:56.917621,4487.531840058079,4590.818172145973,4734.887941771028,45.0,True
2024-11-25 11:42:57.424276,4494.075089339917,4582.955007729233,4735.248430684116,45.0,True
2024-11-25 11:42:57.929334,4494.013756156788,4567.480895965153,4737.345650037864,45.0,True
2024-11-25 11:42:58.435635,4494.96129125126,4557.440403547312,4737.399473035304,45.0,True
2024-11-25 11:42:58.938174,4495.622813440729,4539.601834988704,4739.059224072649,45.0,True
2024-11-25 11:42:59.440905,4490.572213564647,4514.604807770539,4742.819323707779,45.0,True
2024-11-25 11:42:59.944936,4492.472916392858,4504.775226400807,4745.625629760363,45.0,True
2024-11-25 11:43:00.449497,4493.038683714789,4497.010320246835,4746.426090385085,45.0,True
2024-11-25 11:43:00.956610,4493.733375891053,4490.645437875119,4746.291532891484,45.0,True
2024-11-25 11:43:01.462234,4493.908613557137,4487.3591057872245,4744.977876244658,45.0,True
2024-11-25 11:43:01.967996,4487.602560973321,4485.306947547612,4745.066746775315,45.0,True
2024-11-25 11:43:02.474303,4470.319746155724,4489.299862939111,4744.974121151812,45.0,True
2024-11-25 11:43:02.978882,4456.645575561856,4494.628339685699,4745.846554389391,45.0,True
2024-11-25 11:43:03.484971,4448.567119155355,4500.510692626875,4746.220186127436,45.0,True
2024-11-25 11:43:03.990373,4436.064537529024,4508.426428343441,4745.869084946459,45.0,True
2024-11-25 11:43:04.496424,4428.431059624616,4507.844388952517,4745.940431710508,45.0,True
2024-11-25 11:43:05.002047,4408.057177547049,4525.05710870368,4746.1288122015485,45.0,True
2024-11-25 11:43:05.507555,4368.075452332226,4553.245964839814,4746.271505729646,45.0,True
2024-11-25 11:43:06.013559,4351.16251415983,4565.612111426122,4745.948567745005,45.0,True
2024-11-25 11:43:06.519010,4345.589956378339,4566.206667793195,4745.491072266762,45.0,True
